Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      5.52     0.00        7     0.00     0.00  bool& std::__get_helper<3ul, bool>(std::_Tuple_impl<3ul, bool>&)
  0.00      5.52     0.00        7     0.00     0.00  std::tuple_element<0ul, std::tuple<void (*)(int, unsigned long long, bool), int, unsigned long long, bool> >::type&& std::get<0ul, void (*)(int, unsigned long long, bool), int, unsigned long long, bool>(std::tuple<void (*)(int, unsigned long long, bool), int, unsigned long long, bool>&&)
  0.00      5.52     0.00        7     0.00     0.00  std::tuple_element<1ul, std::tuple<void (*)(int, unsigned long long, bool), int, unsigned long long, bool> >::type&& std::get<1ul, void (*)(int, unsigned long long, bool), int, unsigned long long, bool>(std::tuple<void (*)(int, unsigned long long, bool), int, unsigned long long, bool>&&)
  0.00      5.52     0.00        7     0.00     0.00  std::tuple_element<1ul, std::tuple<void (*)(int, unsigned long long, bool), int, unsigned long long, bool> >::type& std::get<1ul, void (*)(int, unsigned long long, bool), int, unsigned long long, bool>(std::tuple<void (*)(int, unsigned long long, bool), int, unsigned long long, bool>&)
  0.00      5.52     0.00        7     0.00     0.00  std::tuple_element<2ul, std::tuple<void (*)(int, unsigned long long, bool), int, unsigned long long, bool> >::type&& std::get<2ul, void (*)(int, unsigned long long, bool), int, unsigned long long, bool>(std::tuple<void (*)(int, unsigned long long, bool), int, unsigned long long, bool>&&)
  0.00      5.52     0.00        7     0.00     0.00  std::tuple_element<3ul, std::tuple<void (*)(int, unsigned long long, bool), int, unsigned long long, bool> >::type& std::get<3ul, void (*)(int, unsigned long long, bool), int, unsigned long long, bool>(std::tuple<void (*)(int, unsigned long long, bool), int, unsigned long long, bool>&)
  0.00      5.52     0.00        7     0.00     0.00  void (*&&std::forward<void (*&&)(int, unsigned long long, bool)>(std::remove_reference<void (*&&)(int, unsigned long long, bool)>::type&))(int, unsigned long long, bool)
  0.00      5.52     0.00        7     0.00     0.00  bool&& std::forward<bool&&>(std::remove_reference<bool&&>::type&)
  0.00      5.52     0.00        6     0.00     0.00  __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::base() const
  0.00      5.52     0.00        6     0.00     0.00  __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::operator*() const
  0.00      5.52     0.00        6     0.00   886.53  decltype (__invoke((_S_declval<0ul>)(), (_S_declval<1ul>)(), (_S_declval<2ul>)(), (_S_declval<3ul>)())) std::thread::_Invoker<std::tuple<void (*)(int, unsigned long long, bool), int, unsigned long long, bool> >::_M_invoke<0ul, 1ul, 2ul, 3ul>(std::_Index_tuple<0ul, 1ul, 2ul, 3ul>)
  0.00      5.52     0.00        6     0.00   886.53  std::thread::_Invoker<std::tuple<void (*)(int, unsigned long long, bool), int, unsigned long long, bool> >::operator()()
  0.00      5.52     0.00        6     0.00     0.00  unsigned long long& std::__get_helper<2ul, unsigned long long, bool>(std::_Tuple_impl<2ul, unsigned long long, bool>&)
  0.00      5.52     0.00        6     0.00   886.53  void std::__invoke_impl<void, void (*)(int, unsigned long long, bool), int, unsigned long long, bool>(std::__invoke_other, void (*&&)(int, unsigned long long, bool), int&&, unsigned long long&&, bool&&)
  0.00      5.52     0.00        6     0.00     0.00  std::tuple_element<2ul, std::tuple<void (*)(int, unsigned long long, bool), int, unsigned long long, bool> >::type& std::get<2ul, void (*)(int, unsigned long long, bool), int, unsigned long long, bool>(std::tuple<void (*)(int, unsigned long long, bool), int, unsigned long long, bool>&)
  0.00      5.52     0.00        6     0.00     0.00  std::tuple_element<3ul, std::tuple<void (*)(int, unsigned long long, bool), int, unsigned long long, bool> >::type&& std::get<3ul, void (*)(int, unsigned long long, bool), int, unsigned long long, bool>(std::tuple<void (*)(int, unsigned long long, bool), int, unsigned long long, bool>&&)
  0.00      5.52     0.00        6     0.00     0.00  unsigned long long&& std::forward<unsigned long long&&>(std::remove_reference<unsigned long long&&>::type&)
  0.00      5.52     0.00        5     0.00     0.00  __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::allocate(unsigned long, void const*)
  0.00      5.52     0.00        5     0.00     0.00  __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::difference_type __gnu_cxx::operator-<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&)
  0.00      5.52     0.00        5     0.00     0.00  boost::basic_format<char, std::char_traits<char>, std::allocator<char> >::getloc() const
  0.00      5.52     0.00        5     0.00     0.00  std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_check_len(unsigned long, char const*) const
  0.00      5.52     0.00        5     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::operator[](unsigned long) const
  0.00      5.52     0.00        5     0.00     0.00  void std::_Destroy_aux<false>::__destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*)
  0.00      5.52     0.00        5     0.00     0.00  std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_allocate(unsigned long)
  0.00      5.52     0.00        5     0.00     0.00  std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_deallocate(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long)
  0.00      5.52     0.00        5     0.00     0.00  std::allocator_traits<std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::allocate(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&, unsigned long)
  0.00      5.52     0.00        5     0.00     0.00  void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_realloc_insert<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&)
  0.00      5.52     0.00        5     0.00     0.00  std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::begin()
  0.00      5.52     0.00        5     0.00     0.00  void std::_Destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*)
  0.00      5.52     0.00        5     0.00     0.00  void std::_Destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&)
  0.00      5.52     0.00        4     0.00     0.00  boost::shared_ptr<boost::io::basic_altstringbuf<char, std::char_traits<char>, std::allocator<char> > >::shared_ptr<boost::io::basic_altstringbuf<char, std::char_traits<char>, std::allocator<char> >, boost::io::basic_oaltstringstream<char, std::char_traits<char>, std::allocator<char> >::No_Op>(boost::io::basic_altstringbuf<char, std::char_traits<char>, std::allocator<char> >*, boost::io::basic_oaltstringstream<char, std::char_traits<char>, std::allocator<char> >::No_Op)
  0.00      5.52     0.00        4     0.00     0.00  boost::optional_detail::optional_base<std::locale>::optional_base()
  0.00      5.52     0.00        4     0.00     0.00  __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::deallocate(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long)
  0.00      5.52     0.00        4     0.00     0.00  std::allocator_traits<std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::deallocate(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long)
  0.00      5.52     0.00        4     0.00     0.00  std::vector<boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> >, std::allocator<boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> > > >::vector()
  0.00      5.52     0.00        3     0.00     0.00  boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> >::~format_item()
  0.00      5.52     0.00        3     0.00     0.00  std::ctype<char> const& boost::io::detail::const_or_not<std::ctype<char> >(std::ctype<char> const&)
  0.00      5.52     0.00        3     0.00     0.00  bool __gnu_cxx::operator!=<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&)
  0.00      5.52     0.00        3     0.00     0.00  std::ctype<char>::is(unsigned short, char) const
  0.00      5.52     0.00        3     0.00     0.00  std::allocator<boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> > >::~allocator()
  0.00      5.52     0.00        3     0.00     0.00  std::_Vector_base<boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> >, std::allocator<boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> > > >::_M_deallocate(boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> >*, unsigned long)
  0.00      5.52     0.00        3     0.00     0.00  std::_Vector_base<boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> >, std::allocator<boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> > > >::_M_get_Tp_allocator()
  0.00      5.52     0.00        3     0.00     0.00  std::remove_reference<boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> >*&>::type&& std::move<boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> >*&>(boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> >*&)
  0.00      5.52     0.00        2     0.00     0.00  boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> >::max_streamsize()
  0.00      5.52     0.00        2     0.00     0.00  boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> >::format_item(boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      5.52     0.00        2     0.00     0.00  boost::io::detail::stream_format_state<char, std::char_traits<char> >::reset(char)
  0.00      5.52     0.00        2     0.00     0.00  boost::detail::sp_counted_impl_pd<boost::io::basic_altstringbuf<char, std::char_traits<char>, std::allocator<char> >*, boost::io::basic_oaltstringstream<char, std::char_traits<char>, std::allocator<char> >::No_Op>::sp_counted_impl_pd(boost::io::basic_altstringbuf<char, std::char_traits<char>, std::allocator<char> >*, boost::io::basic_oaltstringstream<char, std::char_traits<char>, std::allocator<char> >::No_Op&)
  0.00      5.52     0.00        2     0.00     0.00  boost::optional<std::locale>::optional()
  0.00      5.52     0.00        2     0.00     0.00  __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::__normal_iterator(char const* const&)
  0.00      5.52     0.00        2     0.00     0.00  __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::operator++()
  0.00      5.52     0.00        2     0.00     0.00  bool __gnu_cxx::operator>=<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&)
  0.00      5.52     0.00        2     0.00     0.00  __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::difference_type __gnu_cxx::operator-<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&)
  0.00      5.52     0.00        2     0.00     0.00  boost::optional_detail::optional_base<std::locale>::is_initialized() const
  0.00      5.52     0.00        2     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::compare(char const*) const
  0.00      5.52     0.00        2     0.00     0.00  std::char_traits<char>::find(char const*, unsigned long, char const&)
  0.00      5.52     0.00        2     0.00     0.00  std::char_traits<char>::compare(char const*, char const*, unsigned long)
  0.00      5.52     0.00        2     0.00     0.00  std::_Vector_base<boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> >, std::allocator<boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> > > >::_Vector_impl::~_Vector_impl()
  0.00      5.52     0.00        2     0.00     0.00  std::vector<boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> >, std::allocator<boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> > > >::operator[](unsigned long)
  0.00      5.52     0.00        2     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_S_compare(unsigned long, unsigned long)
  0.00      5.52     0.00        2     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::clear()
  0.00      5.52     0.00        2     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_append(char const*, unsigned long)
  0.00      5.52     0.00        2     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::operator=(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&)
  0.00      5.52     0.00        2     0.00     0.00  void std::__alloc_on_move<std::allocator<char> >(std::allocator<char>&, std::allocator<char>&)
  0.00      5.52     0.00        2     0.00     0.00  void std::__do_alloc_on_move<std::allocator<char> >(std::allocator<char>&, std::allocator<char>&, std::integral_constant<bool, true>)
  0.00      5.52     0.00        2     0.00     0.00  unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&)
  0.00      5.52     0.00        2     0.00     0.00  boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> > const& std::forward<boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> > const&>(std::remove_reference<boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> > const&>::type&)
  0.00      5.52     0.00        2     0.00     0.00  bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*)
  0.00      5.52     0.00        1     0.00     0.00  _GLOBAL__sub_I_BLUE
  0.00      5.52     0.00        1     0.00     0.00  open_io_files(std::basic_ifstream<char, std::char_traits<char> >&, std::basic_ofstream<char, std::char_traits<char> >&, Cmd_Options&, Logger&)
  0.00      5.52     0.00        1     0.00     0.00  get_cmd_options(int, char**)
  0.00      5.52     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      5.52     0.00        1     0.00     0.00  Cmd_Options::print_all_options(Logger&)
  0.00      5.52     0.00        1     0.00     0.00  Cmd_Options::Cmd_Options()
  0.00      5.52     0.00        1     0.00     0.00  boost::optional_ns::in_place_init_t::in_place_init_t(boost::optional_ns::in_place_init_t::init_tag)
  0.00      5.52     0.00        1     0.00     0.00  boost::optional_ns::in_place_init_if_t::in_place_init_if_t(boost::optional_ns::in_place_init_if_t::init_tag)
  0.00      5.52     0.00        1     0.00     0.00  boost::base_from_member<boost::shared_ptr<boost::io::basic_altstringbuf<char, std::char_traits<char>, std::allocator<char> > >, 0>::~base_from_member()
  0.00      5.52     0.00        1     0.00     0.00  boost::io::basic_altstringbuf<char, std::char_traits<char>, std::allocator<char> >::seekpos(std::fpos<__mbstate_t>, std::_Ios_Openmode)
  0.00      5.52     0.00        1     0.00     0.00  boost::io::basic_altstringbuf<char, std::char_traits<char>, std::allocator<char> >::~basic_altstringbuf()
  0.00      5.52     0.00        1     0.00     0.00  boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> >::format_item(char)
  0.00      5.52     0.00        1     0.00     0.00  boost::io::detail::stream_format_state<char, std::char_traits<char> >::stream_format_state(char)
  0.00      5.52     0.00        1     0.00     0.00  boost::io::detail::stream_format_state<char, std::char_traits<char> >::~stream_format_state()
  0.00      5.52     0.00        1     0.00     0.00  void boost::io::detail::put<char, std::char_traits<char>, std::allocator<char>, boost::io::detail::put_holder<char, std::char_traits<char> > const&>(boost::io::detail::put_holder<char, std::char_traits<char> > const&, boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> > const&, boost::basic_format<char, std::char_traits<char>, std::allocator<char> >::string_type&, boost::basic_format<char, std::char_traits<char>, std::allocator<char> >::internal_streambuf_t&, std::locale*)
  0.00      5.52     0.00        1     0.00     0.00  boost::basic_format<char, std::char_traits<char>, std::allocator<char> >& boost::io::detail::feed<char, std::char_traits<char>, std::allocator<char>, unsigned short const&>(boost::basic_format<char, std::char_traits<char>, std::allocator<char> >&, unsigned short const&)
  0.00      5.52     0.00        1     0.00     0.00  __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > boost::io::detail::str2int<long, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::ctype<char> >(__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, long&, std::ctype<char> const&)
  0.00      5.52     0.00        1     0.00     0.00  boost::detail::sp_counted_base::sp_counted_base()
  0.00      5.52     0.00        1     0.00     0.00  boost::detail::sp_enable_shared_from_this(...)
  0.00      5.52     0.00        1     0.00     0.00  boost::none_t::none_t(boost::none_t::init_tag)
  0.00      5.52     0.00        1     0.00     0.00  boost::optional<std::locale>::optional(boost::optional<std::locale> const&)
  0.00      5.52     0.00        1     0.00     0.00  boost::optional<std::locale>::~optional()
  0.00      5.52     0.00        1     0.00     0.00  ScreenObj::init()
  0.00      5.52     0.00        1     0.00     0.00  ScreenObj::ScreenObj()
  0.00      5.52     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> > >::new_allocator(__gnu_cxx::new_allocator<boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> > > const&)
  0.00      5.52     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::new_allocator()
  0.00      5.52     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<unsigned long long const, char*> > >::new_allocator()
  0.00      5.52     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<unsigned long>::new_allocator()
  0.00      5.52     0.00        1     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<char> >::_S_propagate_on_move_assign()
  0.00      5.52     0.00        1     0.00     0.00  boost::shared_ptr<boost::io::basic_altstringbuf<char, std::char_traits<char>, std::allocator<char> > >::get() const
  0.00      5.52     0.00        1     0.00     0.00  std::ctype<char>::narrow(char, char) const
  0.00      5.52     0.00        1     0.00     0.00  std::vector<boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> >, std::allocator<boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> > > >::size() const
  0.00      5.52     0.00        1     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::find(char, unsigned long) const
  0.00      5.52     0.00        1     0.00     0.00  std::allocator<boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> > >::allocator()
  0.00      5.52     0.00        1     0.00     0.00  std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::allocator()
  0.00      5.52     0.00        1     0.00     0.00  std::allocator<std::_Rb_tree_node<std::pair<unsigned long long const, char*> > >::allocator()
  0.00      5.52     0.00        1     0.00     0.00  std::_Vector_base<boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> >, std::allocator<boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> > > >::_M_allocate(unsigned long)
  0.00      5.52     0.00        1     0.00     0.00  std::_Vector_base<boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> >, std::allocator<boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> > > >::_Vector_base(unsigned long, std::allocator<boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> > > const&)
  0.00      5.52     0.00        1     0.00     0.00  std::_Vector_base<boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> >, std::allocator<boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> > > >::~_Vector_base()
  0.00      5.52     0.00        1     0.00     0.00  std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_Vector_impl::_Vector_impl()
  0.00      5.52     0.00        1     0.00     0.00  std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_Vector_base()
  0.00      5.52     0.00        1     0.00     0.00  std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_Bvector_impl()
  0.00      5.52     0.00        1     0.00     0.00  std::_Rb_tree_header::_M_reset()
  0.00      5.52     0.00        1     0.00     0.00  std::_Rb_tree_header::_Rb_tree_header()
  0.00      5.52     0.00        1     0.00     0.00  std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int)
  0.00      5.52     0.00        1     0.00     0.00  std::_Rb_tree_key_compare<std::less<unsigned long long> >::_Rb_tree_key_compare()
  0.00      5.52     0.00        1     0.00     0.00  boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> >* std::__uninitialized_fill_n<false>::__uninit_fill_n<boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> >*, unsigned long, boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> > >(boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> >*, unsigned long, boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      5.52     0.00        1     0.00     0.00  std::map<unsigned long long, char*, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, char*> > >::map()
  0.00      5.52     0.00        1     0.00     0.00  std::array<std::thread, 8ul>::array()
  0.00      5.52     0.00        1     0.00     0.00  std::vector<boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> >, std::allocator<boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> > > >::resize(unsigned long, boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      5.52     0.00        1     0.00     0.00  std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::vector()
  0.00      5.52     0.00        1     0.00     0.00  std::vector<bool, std::allocator<bool> >::vector()
  0.00      5.52     0.00        1     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::end()
  0.00      5.52     0.00        1     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::append(char const*)
  0.00      5.52     0.00        1     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::append(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      5.52     0.00        1     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::assign(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      5.52     0.00        1     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_assign(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      5.52     0.00        1     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::operator+=(char const*)
  0.00      5.52     0.00        1     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::operator+=(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      5.52     0.00        1     0.00     0.00  std::_Rb_tree<unsigned long long, std::pair<unsigned long long const, char*>, std::_Select1st<std::pair<unsigned long long const, char*> >, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, char*> > >::_Rb_tree_impl<std::less<unsigned long long>, true>::_Rb_tree_impl()
  0.00      5.52     0.00        1     0.00     0.00  std::_Rb_tree<unsigned long long, std::pair<unsigned long long const, char*>, std::_Select1st<std::pair<unsigned long long const, char*> >, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, char*> > >::_Rb_tree()
  0.00      5.52     0.00        1     0.00     0.00  boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> >* std::__addressof<boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> > >(boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> >&)
  0.00      5.52     0.00        1     0.00     0.00  std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> >*> >, std::is_move_constructible<boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> >*>, std::is_move_assignable<boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> >*> >::value, void>::type std::swap<boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> >*>(boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> >*&, boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> >*&)
